id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106152302452709	,P2A34ai3P,,,,,,2024-11-29T20:57:19,小米9,0,3,0,,,2024-11-29 20:57:19,False,6141086679,极目视频,5106067822348555	,P2xQO9QXV,"#女子取款5000元银行要求丈夫到场#【沈阳一储户农行卡欲取款5000元，要丈夫到场并证明夫妻关系？银行：业务已办理，原因正调查】#银行回应女子取款5000元被要求丈夫到场#11月28日，辽宁沈阳一网友发视频称，转账支付房租失败后，她去该网点取丈夫刚转进去的5000元，但被银行要求证明打款人是谁，后又要求需她丈夫到现场处理，还要提供户口本、身份证、结婚证等材料，才能证明两人的夫妻关系。最后，还要证明这5000元的用途。29日，极目新闻记者从涉事银行了解到，确有此事，但该储户后来成功办理了业务，具体原因正在调查处理。农业银行客服告诉极目新闻记者，该网友这种情况不排除资金有涉及电信诈骗或者异常交易的情况，因此需要她携带相应的材料去核实，但具体原因还要看当时的提示内容。#女子取款5000元银行要求证明夫妻关系# 
极目视频的微博视频",,,"https://f.video.weibocdn.com/o0/yaGkgXWMlx08jY1628Xm010412005s430E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1732889243&ssig=AhGmMBuo0Z&KID=unistore,video",,2024-11-29T15:21:37,微博视频号,45,4,3,"女子取款5000元银行要求丈夫到场,银行回应女子取款5000元被要求丈夫到场,女子取款5000元银行要求证明夫妻关系",,2024-11-29 15:21:37
5104281928076351	,P1NokxT1J,"我观察分析了多天，在租户拒绝我进屋查看的情况下，结合滴水声规律和积水原因，把矛头指向淋浴地漏，锁定目标后，房东妈妈根据下水慢的状况，掏出了地漏堵物。合作愉快
要不是物业和租户老干扰我，让我拆吊顶，早解决了。
中间还要抵住网上的100种分析和建议
我把原因发给水工，他终于不拽了。",,"https://wx3.sinaimg.cn/large/007RdC5Mgy1hvxfmxwk0lj30py1n7tj1.jpg,https://wx3.sinaimg.cn/large/007RdC5Mgy1hvxfmybl8yj30q91nfjxu.jpg,https://wx4.sinaimg.cn/large/007RdC5Mgy1hvxfmyvsamj30pl1mx48e.jpg,https://wx1.sinaimg.cn/large/007RdC5Mgy1hvxfmzlu4cj30q31nak06.jpg,https://wx2.sinaimg.cn/large/007RdC5Mgy1hvxfq4wxurj30q81nhahp.jpg,https://wx3.sinaimg.cn/large/007RdC5Mgy1hvxfq5whxrj30q51l9q7y.jpg",,,2024-11-24T17:05:07,小米9,204,28,4,,,2024-11-24 17:05:07,True
5104267599285104	,P1N1dCXtK,"楼上浴室地漏里掉了一个小瓶儿进去，还塞了好多杂物，下水不畅，积水导致噪音。
物业检查了2次都说没问题，只会折腾我拆吊顶。
男租户也死倔，以为我找茬。
房东妈妈搞装修的一下就找到原因。
唉！拯救地球还靠女人！ ",,"https://wx1.sinaimg.cn/large/007RdC5Mgy1hvxe3d2g1oj30q31nak06.jpg,https://wx1.sinaimg.cn/large/007RdC5Mgy1hvxe3dj9jlj30qd1n8dps.jpg",,,2024-11-24T16:08:11,小米9,446,57,6,,,2024-11-24 16:08:11,True
5104207961784376	,P1Lt27ucg,"房东带着她搞装修的妈妈过来了，说把地漏都换一下，再做做防水，说她家确实下水慢，大量排水后有积水。所以滴水声就是积水撞击管壁的声音，吊顶板离管道近，产生了异响共振，就像冰雹砸顶棚。基本我昨天的推理是成立的。
她妈妈讲方言我不是很能听懂，好像说什么地方下水慢了，水会往旁边走，就跑水。可能对防水层也有影响吧。
前天晚上我没等到楼上洗澡，是她嘱咐租户洗完澡把积水拖一下，那就对了，昨晚他应该也这么做了。我20号去敲门他们不开，我回家写纸条又上去敲门，碰上男租户回家在门口和我大吵，我很气还是把纸条给他了。
他早点听我的，我也不用多受十几天罪。",,https://wx2.sinaimg.cn/large/007RdC5Mgy1hvx799els7j32bc2hje82.jpg,,,2024-11-24T12:11:11,小米9,321,49,9,,,2024-11-24 12:11:11,True
5104180887290998	,P1KLmuAIK,把群解散了,,,,,2024-11-24T10:23:37,小米9,43,7,1,,,2024-11-24 10:23:37,False,1852679970,好坏,5104047386788376	,P1Hi2stXW,公司老中群里又在讨论要不要海归的月经话题。目前的结论是“美国只有美元好”。还有一点好，就是喜欢户外的人适合留在美国。除了这些，美国啥也不是，啥都比不上国内。谁还记得，仅仅十几年前我刚出国的时候，加拿大比起国内都是人间天堂。时代的眼泪。 ,,,,,2024-11-24T01:33:08,微博网页版,304,59,56,,,2024-11-24 01:33:08
5104042952360833	,P1HaT9U9X,"我第一次看章宇是他和宋佳的椅子戏，对，一屁股坐上去那个，过目不忘。
他演别的我都没啥印象了。 ",,,,,2024-11-24T01:15:31,小米9,202,21,3,,,2024-11-24 01:15:31,True
5104041489597793	,P1H8wEgP7,"不知道是不是拆了吊顶的原因，今晚没听到冰雹声。看来真是奇妙的滴水共振。
下午就跟物业说，可能拆了吊顶没声，装上又有声呢
想起遥远的滴水关军。 ",,,,,2024-11-24T01:09:42,小米9,43,21,1,,,2024-11-24 01:09:42,True
5103988888572614	,P1FLGzY7Y,可以聊别的八卦了。今天有啥？ ,,,,,2024-11-23T21:40:41,小米9,103,47,0,,,2024-11-23 21:40:41,True
5103984320972279	,P1FEk44VV,"男人很怕你在他的专业领域挑战他，觉得你不尊重他。可是这类物业届的奥数题，很多人都没做过。不能怪他。
求知欲强，不容易被说服的女人很招人烦
 ",,"https://wx4.sinaimg.cn/large/007RdC5Mgy1hvwhktwek3j30u01t0qfp.jpg,https://wx3.sinaimg.cn/large/007RdC5Mgy1hvwhkuwa1uj30u01t04ar.jpg,https://wx1.sinaimg.cn/large/007RdC5Mgy1hvwhkvbzq0j30q2109tbv.jpg",,,2024-11-23T21:22:32,小米9,95,10,3,,,2024-11-23 21:22:32,True
5103977539049796	,P1FtnBYgs,"物业另一个师傅说不是管道问题，給管道装隔音棉也没用。主要是吊顶里横的竖的下水管排风管太多了，你说不出原因全部包一遍的话，那得把卫生间顶棚全拆了，你裹完要是还不行，说不定又得砸墙把墙里的主管道都裹一遍。估计更疯。
我等楼上换地漏和打胶再说，因为我家只有楼上洗澡会这样，很像残留的水滴滴到地漏下水管，撞击管壁，同频共振的声音，20几下，一两分钟，每天1-2次，只是声音通过下水管传导后变成了冰雹砸顶棚的声音。",,,,,2024-11-23T20:55:35,小米9,38,8,1,,,2024-11-23 20:55:35,True
5103966603973990	,P1FbKgFOC,"水工好像把我拉黑了，感觉他也挺生气的
 ",,,,,2024-11-23T20:12:08,小米9,50,12,0,,,2024-11-23 20:12:08,True
5103958196489706	,P1EYbregG,我们付出型人格的只想以德服人。 ,,"https://wx3.sinaimg.cn/large/007RdC5Mgy1hvwem3gokrj33342bc1l0.jpg,https://wx3.sinaimg.cn/large/007RdC5Mgy1hvwem4c4xxj30pv1jddmk.jpg",,,2024-11-23T19:38:43,小米9,195,28,0,,,2024-11-23 19:38:43,True
5103954868311062	,P1ESOyS5o,"还是写男人的小黄文管用。回头给水工写一个
 ",,,,,2024-11-23T19:25:30,小米9,92,19,2,,,2024-11-23 19:25:30,True
5103953374875350	,P1EQpksiG,"我不想满足男人的性癖
 ",,https://wx3.sinaimg.cn/large/007RdC5Mly1hvwe26r1cnj30u00gjmz7.jpg,,,2024-11-23T19:19:34,小米9,64,11,2,,,2024-11-23 19:19:34,True
5103945825130515	,P1EEelwGf,"要男人还不容易吗，我去劳务市场花100请3个男的，说你不用说话，就站我身后，排场！
我为啥要迎合没男人活该被欺负的北方文化？ ",,,,,2024-11-23T18:49:34,小米9,364,49,11,,,2024-11-23 18:49:34,True
5103942684644322	,P1Ezajucq,"“你没男人他欺负你，这就是有男人的好处，不许拉黑我。”
喔，让你男人出来吵吵，为啥不许拉黑你，我要想拉黑你，你男人能阻止？ ",,,,,2024-11-23T18:37:05,小米9,189,29,1,,,2024-11-23 18:37:05,True
5103935629820999	,P1EnMFcTd,"物业男水工真的有毒，每跟他说一句话都很堵。
楼上十几年没住，只出租，我在住了十几年。
物业费想必她今年还没交，我月初就交了一年的。
以前楼上漏水泡我的墙，他没核查给我个说法就算了。这次因为吊顶滴水异响，他总针对我，三番五次要我拆吊顶，说拆了就知道是不是楼上造成的，今天拆了他也说不出名堂，还说你没查出问题让房东过来干嘛？
操，我周三加了房东微信，发过去漏水泡墙的图片和滴水视频，她自己就说她周末过来。这种事，第一次漏水泡墙物业就该通知房东的，一直到现在，他们没给房东说过任何我家情况，还怪我事多。
他得多讨厌我啊，又让我花钱又让我受气。",,,,,2024-11-23T18:09:03,小米9,149,44,2,,,2024-11-23 18:09:03,True
5103930925384729	,P1EgcmAOt,"我没跟楼上扯一毛钱，不管以前漏水泡了我的墙还是这次拆装吊顶360+50（上门费）。
我放弃收购她房子省了40万，就不错了。
谈钱让任何关系敏感，很多人都怕你跟他谈钱而过度防卫。
我的心力和时间损耗不是千儿八百的事，先到此吧。我还给她买了2种密封胶，明天来了给她。
希望大家都善意吧。男的就不强求他们了。",,https://wx1.sinaimg.cn/large/007RdC5Mgy1hvwbgmejq1j30q21nrgvl.jpg,,,2024-11-23T17:50:22,小米9,37,5,2,,,2024-11-23 17:50:22,True
5103927919906374	,P1EblFz6e,"心理上接受了噪音，心脏还没接受。
不过既然不是管道漏水，就稍安吧。
11月的折腾先告一段落。
跟人类的量子纠缠。 ",,,,,2024-11-23T17:38:25,小米9,69,8,0,,,2024-11-23 17:38:25,True
5103877078650244	,P1CRlAik4,"浴霸也拆开看了，说里面没有漏水痕迹，下水管都是灰尘，没有渗水。拆浴霸的物业师傅说，我家没有伸缩节，我这层都没有。然后问隔壁邻居，是个老爷爷，他说他没听到，但他家狗吵得不行，倒是确认狗叫声源了。
物业的回答是，整个小区没听过我家这种异响，让我不然问问楼上租户都在干嘛，有这声音时他们在干嘛。
问毛，问就是风水吧，我在这住十几年，他们住进来2个月，咚咚2个月，跟下冰雹一样。希望他们早点搬家，才能印证是不是不住人就不响。
然后我跟房东说不用过来，她说她要来。随便吧，我也不想跟租户沟通。",,"https://wx2.sinaimg.cn/large/007RdC5Mly1hvw59drxanj30u01hcq6b.jpg,https://wx3.sinaimg.cn/large/007RdC5Mgy1hvw599nqbcj30pu1mfn6z.jpg,https://wx2.sinaimg.cn/large/007RdC5Mgy1hvw59a3u60j30py1na136.jpg","https://f.video.weibocdn.com/o0/7TnAWxzOlx08jOngXUIU01041200juh30E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BThihd3VLAY5R&Expires=1732889326&ssig=UUZ09Glk4X&KID=unistore,video",,2024-11-23T14:16:24,小米9,68,36,3,,,2024-11-23 14:16:24,True
5103855792557182	,P1Cj1aJeS,在红薯上找到一样的声音了。物业说他没发现过，让我去找外面的专业师傅。 ,,"https://wx4.sinaimg.cn/large/007RdC5Mly1hvw2uhlj92j30k00zk74k.jpg,https://wx4.sinaimg.cn/large/007RdC5Mgy1hvw2uggiabj30u01t0qbw.jpg,https://wx4.sinaimg.cn/large/007RdC5Mgy1hvw2ugxjeej30u01t0wno.jpg,https://wx1.sinaimg.cn/large/007RdC5Mgy1hvw2uhapi0j30q2109tbv.jpg","https://f.video.weibocdn.com/o0/Y3Oi4corlx08jOhsQm8E010412003Is70E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732889325&ssig=Iasa%2B1H7KV&KID=unistore,video",,2024-11-23T12:51:49,小米9,33,32,0,,,2024-11-23 12:51:49,True
5103852379968378	,P1CdvFPei,"你们提供100种分析，我找一堆资料。物业只需一句：没有这种东西
是没有伸缩节还是没有啥？ ",,https://wx2.sinaimg.cn/large/007RdC5Mgy1hvw2gcg1loj30pu1i6dky.jpg,,,2024-11-23T12:38:15,小米9,32,12,1,,,2024-11-23 12:38:15,True
5103850096957959	,P1C9Ptc59,"那么多专家分析一下，为啥楼上洗澡我家吊顶就大声滴答？响的位置在下水管横管附近 
查看图片",,,,,2024-11-23T12:29:11,小米9,18,39,3,,,2024-11-23 12:29:11,False,7199320326,做个乌鸦也好,5102626822160943	,P16kO949V,"就是这样一声一声，也看不到水珠，但能听到它在砸你的吊顶，砸个一两分钟消停。 
做个乌鸦也好的微博视频
 ",,,"https://f.video.weibocdn.com/o0/0FSvscMJlx08jIS5Xcvm010412005D1i0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732889326&ssig=WCEb7ITLim&KID=unistore,video",,2024-11-20T03:28:19,微博视频号,76,55,10,,,2024-11-20 03:28:19
5103845403264013	,P1C2gdH7n,我浴霸打开有时会有滋滋声，是不是沾水会这样？ ,,,,,2024-11-23T12:10:31,小米9,26,15,1,,,2024-11-23 12:10:31,True
5103836546995271	,P1BNYtlMX,过道吊顶拆了里面水管不滴水，也没水渍，现在打算把浴霸拆下来看卫生间吊顶里有没有水痕，因为那个横管连着浴霸附近的位置，也许是共振。 ,,"https://wx4.sinaimg.cn/large/007RdC5Mgy1hvw0n42l3nj32bc3344qr.jpg,https://wx3.sinaimg.cn/large/007RdC5Mgy1hvw0n5uk20j32bc3344qr.jpg",,,2024-11-23T11:35:20,小米9,37,19,1,,,2024-11-23 11:35:20,True
5103815699203175	,P1BglCCaj,最好你到了拆了物业就下班了，完美配合 ,,https://wx4.sinaimg.cn/large/007RdC5Mgy1hvvy8mri1dj30qa1npwib.jpg,,,2024-11-23T10:12:29,小米9,26,10,0,,,2024-11-23 10:12:29,True
5103814937415273	,P1Bf7v73b,"好多人怼人的力气大于干活，为了不干活，光怼，怼怼事儿少，没人找，因为觉得工资对不起他
 ",,,,,2024-11-23T10:09:28,小米9,73,3,0,,,2024-11-23 10:09:28,True
5103811562309426	,P1B9G9GMO,马上10点了，还没到，9点说过半小时，9点半说还有20几分钟。你要是安排了别的活，一早跟我说10点半得了，我提前一天预约的，你可以排期啊😦,,,,,2024-11-23T09:56:03,小米9,25,8,0,,,2024-11-23 09:56:03,False,7199320326,做个乌鸦也好,5103807027479035	,P1B2mvnDB,"全世界就我的时间最不值钱
这师傅上次来说我家吊顶很难拆，可能拆了恢复不了，建议楼上测漏，我给他50上门费走了。
昨天被物业气了，还找这师傅拆，他说能拆，尽量不弄坏板。价格也说好了，时间也约了9点。
我早早起来。等大爷。每个都是大爷。 ",,"https://wx1.sinaimg.cn/large/007RdC5Mgy1hvvx93fkc8j30pz1miq8b.jpg,https://wx4.sinaimg.cn/large/007RdC5Mgy1hvvx93set0j30pu1meq8a.jpg",,,2024-11-23T09:38:02,小米9,103,32,9,,,2024-11-23 09:38:02
5103808753699011	,P1B59fwht,男人的普遍素质真不如公猫。 ,,,,,2024-11-23T09:44:54,小米9,399,30,13,,,2024-11-23 09:44:54,True
5103807027479035	,P1B2mvnDB,"全世界就我的时间最不值钱
这师傅上次来说我家吊顶很难拆，可能拆了恢复不了，建议楼上测漏，我给他50上门费走了。
昨天被物业气了，还找这师傅拆，他说能拆，尽量不弄坏板。价格也说好了，时间也约了9点。
我早早起来。等大爷。每个都是大爷。 ",,"https://wx1.sinaimg.cn/large/007RdC5Mgy1hvvx93fkc8j30pz1miq8b.jpg,https://wx4.sinaimg.cn/large/007RdC5Mgy1hvvx93set0j30pu1meq8a.jpg",,,2024-11-23T09:38:02,小米9,103,32,9,,,2024-11-23 09:38:02,True
5103783334643039	,P1Aq9jtRJ,记录一下爱心物业 ,,"https://wx3.sinaimg.cn/large/007RdC5Mgy1hvvui824jvj30ps1nqtga.jpg,https://wx4.sinaimg.cn/large/007RdC5Mgy1hvvui8f346j30pc1nh0zr.jpg,https://wx1.sinaimg.cn/large/007RdC5Mgy1hvvui8r2rxj30pr1notg3.jpg,https://wx2.sinaimg.cn/large/007RdC5Mgy1hvvui93do0j30py1o0jzs.jpg",,,2024-11-23T08:03:53,小米9,194,79,2,,,2024-11-23 08:03:53,True
5103666862754414	,P1xoibyy2,"今天他们还没洗澡，算了，不等了。
明天拆吊顶，修不修是他们的事。
有本事不再滴。 ",,,,,2024-11-23T00:21:04,小米9,44,11,0,,,2024-11-23 00:21:04,True
5103662805818716	,P1xhKopIg,"还是我的宠物女医生暖心。
我开了2天雾化，做完4S没事了，我没找她续药。开始我要她开4天（2支药），她让我先拿2天的看看效果。
她就是给我省钱，我也知道。
果然2天就可以了，她还回访。
在我乱糟糟的一天里有点安慰。
不管什么职业，小部分善良的人，尤其女性，总是让人信任。 ",,https://wx1.sinaimg.cn/large/007RdC5Mgy1hvvgokl0mlj30pz1c1adg.jpg,,,2024-11-23T00:04:57,小米9,258,23,1,,,2024-11-23 00:04:57,True
5103657955889377	,P1x9VoI5X,"我挺烦中国人说什么你去起诉我啊。
10几年前我一个小演员租户，签了租房合同不愿意按时交租（北京那时都是季付或价格低一点半年付），每次催就各种找理由，逼你上门才拿一个月房租给你，最后我不惯她，报警且准备换锁，她很嚣张地说，你报警没用，你不能赶我走，你得去法院起诉。我才不管，她又拿出一叠钱（一个月房租），我说不要，我今天换锁，给你3天搬家。最后她还是搬了。",,,,,2024-11-22T23:45:41,小米9,156,25,1,,,2024-11-22 23:45:41,True
5103655441139933	,P1x5S4My1,"什么报警，什么12345，什么打官司，都是扯皮的人让你去消耗自己的方式。
原理是你想让我花钱承担责任，我让你花更多钱更多时间，我让你比我更不好过。我最后可能就花个几百，但我要你花上几千，哈哈哈。 ",,,,,2024-11-22T23:35:41,小米9,171,16,8,,,2024-11-22 23:35:41,True
5103645743383799	,P1wQeechp,这个世界大部分人都在逃避责任，逃避的原因是害怕承担责任要花钱，于是不认错，不承担，扩大伤害，一硬到底。越底层越如此，越如此越穷。 ,,,,,2024-11-22T22:57:09,小米9,603,25,61,,,2024-11-22 22:57:09,True
5103637181498788	,P1wCq6hU0,"我发现和男的说话心脏就受不了。
跟我哥说话心跳加速了几天，楼上男租户也让我神经衰弱了几天，物业男水工今天直接把我说哭了，不是我哪里错了，而是很奇怪的，男的现在基本不听女的说话，一句都听不得那种。处理漏水的事，我觉得物业不给力，以前楼上漏水泡了我家时，我第一次找他，发图片给他，他过2小时说我楼上家里没人，让我再观察，当年我无语就没多说了，今天他怼我，说他处理了呀。我说我的待遇还不如租户，然后他上门理论，强调让我拆吊顶是为我好，我拆了才有证据，不然凭什么说滴水是楼上造成的。我说我是没有证据吗？不管以前的现场照片还是现在录的滴水视频，不是证据吗？",,,,,2024-11-22T22:23:08,小米9,316,54,11,,,2024-11-22 22:23:08,True
5103634478535058	,P1wy3zOme,但是花钱很累啊，玩钱就不一样了，人生就是一场豪赌。,,,,,2024-11-22T22:12:23,小米9,91,11,34,,,2024-11-22 22:12:23,False,1351051897,陈生大王,5103123075695789	,P1jfdnTJz,"看到康熙一个片段。罗姐劝嘉宾一定要买房，她说别买奢侈品，要先买房。她已经买了五六套，到70岁就开始卖，一套房值好几亿，快乐老年大世界。
旁边嘉宾呛，万一你69岁就噶了呢。她说，不可能，我每年都去做体检，连医生都要问我怎么保养的，我爸活到94多岁耶。
后来，她59岁就去世了。人生如浮舟幻梦，一切都很突然。
之前看一本书，叫《die with zero》，中文名是《别把你的钱留到死》，作者是华尔街知名投资者，他提出了一些颠覆性的观念。
时间就是金钱，你赚到的每一分钱都是用生命去交换的。如果死后还有留下的钱，那留下10万，就说明你有价值10万的时间被浪费了。
即使想留钱给孩子，也别等到死后。你死了，他们也老了。应该在孩子30岁左右，生活最需要钱的时候给，才能带来最大收益。
他说，用钱是一种策略游戏。金钱的最大用处是购买人生体验。
人活着不是为积累财富，而是要创造回忆，不要总是为“未来的安全感”牺牲当前的生活。
要克服那种拼命工作，分币不花的保守恐惧感。从来只有积劳成疾，当场过劳死的，没有玩得太开心，最后只好饿死的。
体力，精力都会随着年龄递减，20岁能爬的山，60岁就只能看看，30岁能吃的美食，70岁已经咬不动。作者不是倡导挥霍，而是建议要有计划地消费，让每一分钱都为你的人生服务。
相比晚年拥有大量财富却体力不支，不如从30岁开始去冒险、学习、社交、旅行，给予他人帮助，抓住每一个时机体验生活，去创造一些让你无悔的瞬间和闪闪发光的回忆。
我从这几年开始，也很少再考虑5年之后的事。能力范围内，不影响生活，不伤害他人，那我就要立刻、现在、马上获得快乐。
“延时满足”的实验结论本来就是错的，谁知道明天会发生什么呢。成年就像渐冻症，我们每天都在死一点。我希望去寻找一些值得讴歌的东西，去过滚烫的人生。",,https://wx3.sinaimg.cn/large/50876a79gy1hvtqem942vj20f20f7aci.jpg,,,2024-11-21T12:20:15,iPhone 15 Pro Max,11995,607,4992,,,2024-11-21 12:20:15
5103617329595171	,P1w6oEg8P,不冷吗,,,,,2024-11-22T21:04:14,小米9,67,15,6,,,2024-11-22 21:04:14,False,2673726341,Eleven11dream,5103487681299520	,P1sJi5s40,"期待一场大雪❄️#小雪# 
Eleven11dream的微博视频
 ",,,"https://f.video.weibocdn.com/o0/Wek4Pg6llx08jMF0HJTW01041200qilQ0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732889327&ssig=VFyFb6ajHt&KID=unistore,video",,2024-11-22T12:29:04,微博视频号,4601,77,830,小雪,,2024-11-22 12:29:04
5103616798758951	,P1w5xAKBp,一物降一物，你也有媳妇,,,,,2024-11-22T21:02:08,小米9,54,15,3,,,2024-11-22 21:02:08,False,3330266210,王小峰_带三个表,5103587480308136	,P1vkg1i9W,"我媳妇是一个垃圾食品和加工食品爱好者，每次她吃这些垃圾，我都会给她讲这些东西对身体有啥坏处。但她觉得我在PUA她。她双11买回来一堆瓜子，我看了一下配料表，8种添加剂有6种对身体有害。她从来不看配料表，也不知道配料表上的那些名词是什么意思。大多数人都会这么想，这么多年我就是这么吃过来的，也没病啊。
习惯有时会给人壮胆。",,https://wx4.sinaimg.cn/large/c67fd462gy1hvv7jqa1b8j21560wctr1.jpg,,,2024-11-22T19:05:38,微博网页版,76,35,23,,,2024-11-22 19:05:38
5103553812893363	,P1urXc8H9,"谁出的馊主意说拆了吊顶的灯能从孔看到吊顶里的情况，毛都看不着，还被物业一顿嫌弃。拆完灯差点装不上去，换了个地方钻孔
 ",,https://wx2.sinaimg.cn/large/007RdC5Mgy1hvv45qngj5j32bc334hdu.jpg,,,2024-11-22T16:51:51,小米9,71,31,0,,,2024-11-22 16:51:51,True
5103526071505693	,P1tJd6jHn,"冒险加到了7成仓
 ",,https://wx1.sinaimg.cn/large/007RdC5Mgy1hvv0zhmeydj309b06i3yk.jpg,,,2024-11-22T15:01:37,小米9,268,83,6,,,2024-11-22 15:01:37,True
5103507806094873	,P1tfKpzyp,加仓就像贴止血胶布，贴着贴着止住了就不贴了。快半仓了。 ,,,,,2024-11-22T13:49:02,小米9,127,23,1,,,2024-11-22 13:49:02,True
5103506633787614	,P1tdRfTky,"我不喜欢每条必跟的男粉，跟你的心情读卡器，跟踪仪一样，不舒服，拉黑了。
莫挨老子。 ",,,,,2024-11-22T13:44:23,小米9,218,41,4,,,2024-11-22 13:44:23,True
5103505807508740	,P1tcwvvmI,主动买套，待来日回报…… ,,,,,2024-11-22T13:41:06,小米9,120,18,1,,,2024-11-22 13:41:06,True
5103501031507792	,P1t4P6kfe,"4成仓了，先冷静一下
 ",,,,,2024-11-22T13:22:07,小米9,66,9,2,,,2024-11-22 13:22:07,True
5103499840325770	,P1t2U1mKm,3成8仓了 ,,,,,2024-11-22T13:17:23,小米9,43,7,0,,,2024-11-22 13:17:23,True
5103496289059340	,P1sXaC0Ko,"等了一个多小时回信息了，说临时通知周六加班，周日再过来，我问周日几点呢，她又不回了。
这世界上像我这样负责的房东真不多，我北京房子有次物业说卫生间漏水了，我当天就让物业师傅找人查看，判断墙内水管漏水，砸墙修管贴砖，800块搞定。
租户想拖我都不让他拖。 ",,,,,2024-11-22T13:03:16,小米9,133,12,0,,,2024-11-22 13:03:16,True
5103490068122723	,P1sN8y55F,"房东前天还说明天过来看看，今天发信息问她明天几点过来，她就不回了
 ",,,,,2024-11-22T12:38:33,小米9,46,19,0,,,2024-11-22 12:38:33,True
5103476898530068	,P1srTzN3K,同层不知道啥时候养了只小狗，晚上也叫早上也叫。养猫就不一样了，悄咪咪的，你都不知谁家有猫。 ,,,,,2024-11-22T11:46:13,小米9,86,25,2,,,2024-11-22 11:46:13,True
5103462129600258	,P1s44EhsS,加了一点，2成7仓 ,,,,,2024-11-22T10:47:32,小米9,77,13,0,,,2024-11-22 10:47:32,True
5103397197317035	,P1qnluHuH,等麦满分猪柳蛋早餐 ,,,,,2024-11-22T06:29:31,小米9,82,27,1,,,2024-11-22 06:29:31,True
5103374292746262	,P1pMpbwqy,白天賺钱，晚上干活，每天这么充实也不是办法。但是不干活更焦虑，琢磨滴水啥的。为什么我休闲的方式如此无聊，跟小孩把电放光一样。 ,,,,,2024-11-22T04:58:29,小米9,155,23,2,,,2024-11-22 04:58:29,True
5103294731255868	,P1nI55gHW,转发微博,,,,,2024-11-21T23:42:20,小米9,133,13,31,,,2024-11-21 23:42:20,False,6601716410,摆烂吧嗒,5102546305681755	,P14eWnQ5d,"养吧，这玩意儿谁养谁知道，村里没人要的流浪猫，我妈妈怕它冻死就收养了，如今养大了，比我都孝顺。
抓着老鼠自己不舍得吃，追着给我妈喂，一开始咬死喂，我妈给扔了，它以为我妈嫌弃不新鲜。
现下好了，喂活的，它一松嘴，我家整个鸡飞狗跳…… 我家的抓到活的送回来，还往我面前推推，示意我吃。
它不吃，给我吃。
有一天看见它在外面抓到老鼠往家跑，我忙跑上楼把我屋房门关了，就送隔壁闺女屋了，后来玩不见了。
到下午它又给找出来，送我屋去。
三层楼房，八九个房间，只中意我的房间，一家七口人，只给我。
抓个耗子在外面不吃，半夜叼回来放我被窝里，我睡的正香，被它给扒拉醒啦，紧接着耗子在我被窝里一顿跑，把我吓得蹦到地上，以后我每天晚上都不敢开窗。他到半夜叼回来耗子猛烈的敲我的窗户！
天天还跟对面的阿姨学习。各种破烂塑料袋子，辣椒叶绳子，蟑螂给我带回来，天天客厅都是垃圾。
朋友说，你好歹挑一件，不然它以为你不喜欢，就一直努力找小礼物给你。我打算告诉它，去银行叼点钱回来…哈哈哈哈
后来我妈养了两只，天天打架，那个毛满天飞，我有很严重性的过敏性鼻炎，羊毛衫，毛绒玩具都不能放家里的人，很久没回去了，老问我什么时候有空回去，我看那俩猫，没空！
朋友新房装修说进老鼠，来我家借只猫，让他带只最温柔的回去，接回去两个小时就给我打电话说送猫回来。
心里忐忑不安，怕是在他家闯祸了，结果是一去一会就抓住了一只一斤左右的老鼠。
我从朋友手里抱过来，它一脸傲娇的看着我，好像在说:这点小事都还要我出手。",,"https://wx4.sinaimg.cn/large/007cM80Wly1hvrwgki18tj30u0103afe.jpg,https://wx4.sinaimg.cn/large/007cM80Wly1hvrwgkvlopj30u0106n2h.jpg",,,2024-11-19T22:08:22,荣耀80 Pro 直屏版,72837,2070,10204,,,2024-11-19 22:08:22
5103279161215685	,P1niY56fP,他一边漏水我一边賺钱，算是送财吗？漏的这段时间，我确实赚到了买下楼上房子的钱。 ,,,,,2024-11-21T22:40:29,小米9,319,39,7,,,2024-11-21 22:40:29,True
5103277513640314	,P1ngjfh0K,滴完应该深夜不会滴了。感觉每天等他们洗澡…… ,,,,,2024-11-21T22:33:56,小米9,38,4,0,,,2024-11-21 22:33:56,True
